Medal count,NOC,Year,continent,country_iso,region
42,ESP,2000,Europe,ESP,Spain
35,UKR,2000,Europe,UKR,Ukraine
3,EST,2000,Europe,EST,Estonia
8,INA,2000,Asia,IDN,Indonesia
5,FIN,2000,Europe,FIN,Finland
1,URU,2000,Americas,URY,Uruguay
8,ETH,2000,Africa,ETH,Ethiopia
242,USA,2000,Americas,USA,USA
6,MEX,2000,Americas,MEX,Mexico
5,ALG,2000,Africa,DZA,Algeria
20,ARG,2000,Americas,ARG,Argentina
1,ARM,2000,Asia,ARM,Armenia
6,GEO,2000,Asia,GEO,Georgia
183,AUS,2000,Oceania,AUS,Australia
79,NED,2000,Europe,NLD,Netherlands
1,MOZ,2000,Africa,MOZ,Mozambique
1,MKD,2000,Europe,MKD,Macedonia
6,SVK,2000,Europe,SVK,Slovakia
4,AUT,2000,Europe,AUT,Austria
2,TTO,2000,Americas,TTO,Trinidad
18,GRE,2000,Europe,GRC,Greece
3,AZE,2000,Asia,AZE,Azerbaijan
1,KGZ,2000,Asia,KGZ,Kyrgyzstan
1,IND,2000,Asia,IND,India
11,BAH,2000,Americas,BHS,Bahamas
5,MAR,2000,Africa,MAR,Morocco
1,BAR,2000,Americas,BRB,Barbados
17,LTU,2000,Europe,LTU,Lithuania
7,BEL,2000,Europe,BEL,Belgium
22,BLR,2000,Europe,BLR,Belarus
3,LAT,2000,Europe,LVA,Latvia
2,MDA,2000,Europe,MDA,Moldova
1,KUW,2000,Asia,KWT,Kuwait
2,KSA,2000,Asia,SAU,Saudi Arabia
32,SWE,2000,Europe,SWE,Sweden
54,GBR,2000,Europe,GBR,UK
4,UZB,2000,Asia,UZB,Uzbekistan
48,BRA,2000,Americas,BRA,Brazil
73,KOR,2000,Asia,KOR,South Korea
13,FIN,2002,Europe,FIN,Finland
6,GBR,2002,Europe,GBR,UK
15,FRA,2002,Europe,FRA,France
24,SUI,2002,Europe,CHE,Switzerland
3,EST,2002,Europe,EST,Estonia
3,CZE,2002,Europe,CZE,Czech Republic
4,CRO,2002,Europe,HRV,Croatia
16,CHN,2002,Asia,CHN,China
74,CAN,2002,Americas,CAN,Canada
3,BUL,2002,Europe,BGR,Bulgaria
84,USA,2002,Americas,USA,USA
1,BLR,2002,Europe,BLR,Belarus
4,SLO,2002,Europe,SVN,Slovenia
20,AUT,2002,Europe,AUT,Austria
2,AUS,2002,Oceania,AUS,Australia
38,RUS,2002,Europe,RUS,Russia
2,POL,2002,Europe,POL,Poland
61,GER,2002,Europe,DEU,Germany
21,ITA,2002,Europe,ITA,Italy
2,JPN,2002,Asia,JPN,Japan
26,SWE,2002,Europe,SWE,Sweden
8,NED,2002,Europe,NLD,Netherlands
41,NOR,2002,Europe,NOR,Norway
7,KOR,2002,Asia,KOR,South Korea
1,SYR,2004,Asia,SYR,Syria
40,BRA,2004,Americas,BRA,Brazil
263,USA,2004,Americas,USA,USA
12,SWE,2004,Europe,SWE,Sweden
17,BUL,2004,Europe,BGR,Bulgaria
7,KEN,2004,Africa,KEN,Kenya
17,CAN,2004,Americas,CAN,Canada
4,CHI,2004,Americas,CHL,Chile
149,GER,2004,Europe,DEU,Germany
94,CHN,2004,Asia,CHN,China
8,KAZ,2004,Asia,KAZ,Kazakhstan
1,CMR,2004,Africa,CMR,Cameroon
5,PRK,2004,Asia,PRK,North Korea
2,COL,2004,Americas,COL,Colombia
93,JPN,2004,Asia,JPN,Japan
13,JAM,2004,Americas,JAM,Jamaica
7,NOR,2004,Europe,NOR,Norway
52,KOR,2004,Asia,KOR,South Korea
5,UZB,2004,Asia,UZB,Uzbekistan
15,BLR,2004,Europe,BLR,Belarus
13,SCG,2004,Europe,SRB,Serbia
49,ARG,2004,Americas,ARG,Argentina
189,RUS,2004,Europe,RUS,Russia
77,NED,2004,Europe,NLD,Netherlands
8,NGR,2004,Africa,NGA,Nigeria
157,AUS,2004,Oceania,AUS,Australia
10,SVK,2004,Europe,SVK,Slovakia
8,AUT,2004,Europe,AUT,Austria
1,MGL,2004,Asia,MNG,Mongolia
21,CRO,2004,Europe,HRV,Croatia
5,SLO,2004,Europe,SVN,Slovenia
5,AZE,2004,Asia,AZE,Azerbaijan
4,MEX,2004,Americas,MEX,Mexico
2,VEN,2004,Americas,VEN,Venezuela
3,MAR,2004,Africa,MAR,Morocco
2,BAH,2004,Americas,BHS,Bahamas
3,LTU,2004,Europe,LTU,Lithuania
3,BEL,2004,Europe,BEL,Belgium
4,LAT,2004,Europe,LVA,Latvia
39,ROU,2004,Europe,ROU,Romania
10,RSA,2004,Africa,ZAF,South Africa
62,CUB,2004,Americas,CUB,Cuba
2,FIN,2004,Europe,FIN,Finland
7,ETH,2004,Africa,ETH,Ethiopia
40,HUN,2004,Europe,HUN,Hungary
47,UKR,2004,Europe,UKR,Ukraine
31,GRE,2004,Europe,GRC,Greece
53,FRA,2004,Europe,FRA,France
2,HKG,2004,Asia,CHN,China
6,NZL,2004,Oceania,NZL,New Zealand
17,PAR,2004,Americas,PRY,Paraguay
12,POL,2004,Europe,POL,Poland
11,TUR,2004,Asia,TUR,Turkey
1,UAE,2004,Asia,ARE,United Arab Emirates
3,EST,2004,Europe,EST,Estonia
7,SUI,2004,Europe,CHE,Switzerland
1,IND,2004,Asia,IND,India
104,ITA,2004,Europe,ITA,Italy
30,ESP,2004,Europe,ESP,Spain
5,INA,2004,Asia,IDN,Indonesia
8,THA,2004,Asia,THA,Thailand
1,ERI,2004,Africa,ERI,Eritrea
1,TTO,2004,Americas,TTO,Trinidad
5,EGY,2004,Africa,EGY,Egypt
3,ZIM,2004,Africa,ZWE,Zimbabwe
4,GEO,2004,Asia,GEO,Georgia
1,DOM,2004,Americas,DOM,Dominican Republic
29,DEN,2004,Europe,DNK,Denmark
3,POR,2004,Europe,PRT,Portugal
57,GBR,2004,Europe,GBR,UK
13,CZE,2004,Europe,CZE,Czech Republic
2,ISR,2004,Asia,ISR,Israel
1,LAT,2006,Europe,LVA,Latvia
21,SUI,2006,Europe,CHE,Switzerland
41,FIN,2006,Europe,FIN,Finland
41,RUS,2006,Europe,RUS,Russia
30,AUT,2006,Europe,AUT,Austria
15,FRA,2006,Europe,FRA,France
1,SVK,2006,Europe,SVK,Slovakia
1,GBR,2006,Europe,GBR,UK
13,NED,2006,Europe,NLD,Netherlands
2,AUS,2006,Oceania,AUS,Australia
25,ITA,2006,Europe,ITA,Italy
54,GER,2006,Europe,DEU,Germany
69,CAN,2006,Americas,CAN,Canada
64,SWE,2006,Europe,SWE,Sweden
23,NOR,2006,Europe,NOR,Norway
2,POL,2006,Europe,POL,Poland
13,CHN,2006,Asia,CHN,China
1,JPN,2006,Asia,JPN,Japan
3,UKR,2006,Europe,UKR,Ukraine
27,CZE,2006,Europe,CZE,Czech Republic
3,CRO,2006,Europe,HRV,Croatia
3,EST,2006,Europe,EST,Estonia
1,BLR,2006,Europe,BLR,Belarus
19,KOR,2006,Asia,KOR,South Korea
52,USA,2006,Americas,USA,USA
1,BUL,2006,Europe,BGR,Bulgaria
1,TUN,2008,Africa,TUN,Tunisia
11,SUI,2008,Europe,CHE,Switzerland
31,UKR,2008,Europe,UKR,Ukraine
6,TTO,2008,Americas,TTO,Trinidad
6,UZB,2008,Asia,UZB,Uzbekistan
4,THA,2008,Asia,THA,Thailand
5,SLO,2008,Europe,SVN,Slovenia
2,TJK,2008,Asia,TJK,Tajikistan
10,SVK,2008,Europe,SVK,Slovakia
1,TOG,2008,Africa,TGO,Togo
1,VEN,2008,Americas,VEN,Venezuela
7,TUR,2008,Asia,TUR,Turkey
317,USA,2008,Americas,USA,USA
15,SRB,2008,Europe,SRB,Serbia
1,SUD,2008,Africa,SDN,Sudan
7,SWE,2008,Europe,SWE,Sweden
1,AFG,2008,Asia,AFG,Afghanistan
4,ZIM,2008,Africa,ZWE,Zimbabwe
2,DOM,2008,Americas,DOM,Dominican Republic
3,LAT,2008,Europe,LVA,Latvia
19,DEN,2008,Europe,DNK,Denmark
5,LTU,2008,Europe,LTU,Lithuania
2,MAR,2008,Africa,MAR,Morocco
7,CZE,2008,Europe,CZE,Czech Republic
1,MAS,2008,Asia,MYS,Malaysia
7,INA,2008,Asia,IDN,Indonesia
1,ECU,2008,Americas,ECU,Ecuador
1,MDA,2008,Europe,MDA,Moldova
5,CRO,2008,Europe,HRV,Croatia
2,COL,2008,Americas,COL,Colombia
1,CMR,2008,Africa,CMR,Cameroon
4,MGL,2008,Asia,MNG,Mongolia
184,CHN,2008,Asia,CHN,China
1,MRI,2008,Africa,MUS,Mauritius
61,NED,2008,Europe,NLD,Netherlands
1,CHI,2008,Americas,CHL,Chile
4,MEX,2008,Americas,MEX,Mexico
1,EGY,2008,Africa,EGY,Egypt
78,KOR,2008,Asia,KOR,South Korea
2,KGZ,2008,Asia,KGZ,Kyrgyzstan
3,IND,2008,Asia,IND,India
7,GRE,2008,Europe,GRC,Greece
99,GER,2008,Europe,DEU,Germany
6,GEO,2008,Asia,GEO,Georgia
3,IRL,2008,Europe,IRL,Ireland
14,ISL,2008,Europe,ISL,Iceland
1,ISR,2008,Asia,ISR,Israel
42,ITA,2008,Europe,ITA,Italy
81,GBR,2008,Europe,GBR,UK
14,JAM,2008,Americas,JAM,Jamaica
77,FRA,2008,Europe,FRA,France
51,JPN,2008,Asia,JPN,Japan
5,FIN,2008,Europe,FIN,Finland
13,KAZ,2008,Asia,KAZ,Kazakhstan
7,ETH,2008,Africa,ETH,Ethiopia
3,EST,2008,Europe,EST,Estonia
15,KEN,2008,Africa,KEN,Kenya
70,ESP,2008,Europe,ESP,Spain
35,CAN,2008,Americas,CAN,Canada
5,BUL,2008,Europe,BGR,Bulgaria
47,CUB,2008,Americas,CUB,Cuba
27,HUN,2008,Europe,HUN,Hungary
20,POL,2008,Europe,POL,Poland
2,ALG,2008,Africa,DZA,Algeria
29,BLR,2008,Europe,BLR,Belarus
1,RSA,2008,Africa,ZAF,South Africa
2,POR,2008,Europe,PRT,Portugal
5,BEL,2008,Europe,BEL,Belgium
142,RUS,2008,Europe,RUS,Russia
51,ARG,2008,Americas,ARG,Argentina
7,BAH,2008,Americas,BHS,Bahamas
23,NGR,2008,Africa,NGA,Nigeria
7,AZE,2008,Asia,AZE,Azerbaijan
6,ARM,2008,Asia,ARM,Armenia
3,AUT,2008,Europe,AUT,Austria
22,ROU,2008,Europe,ROU,Romania
6,PRK,2008,Asia,PRK,North Korea
1,PAN,2008,Americas,PAN,Panama
149,AUS,2008,Oceania,AUS,Australia
78,BRA,2008,Americas,BRA,Brazil
22,NOR,2008,Europe,NOR,Norway
15,NZL,2008,Oceania,NZL,New Zealand
1,GBR,2010,Europe,GBR,UK
18,KOR,2010,Asia,KOR,South Korea
5,ITA,2010,Europe,ITA,Italy
90,CAN,2010,Americas,CAN,Canada
18,SWE,2010,Europe,SWE,Sweden
26,AUT,2010,Europe,AUT,Austria
3,CRO,2010,Europe,HRV,Croatia
12,SUI,2010,Europe,CHE,Switzerland
11,NED,2010,Europe,NLD,Netherlands
1,KAZ,2010,Asia,KAZ,Kazakhstan
14,FRA,2010,Europe,FRA,France
47,FIN,2010,Europe,FIN,Finland
7,JPN,2010,Asia,JPN,Japan
39,NOR,2010,Europe,NOR,Norway
1,EST,2010,Europe,EST,Estonia
3,SLO,2010,Europe,SVN,Slovenia
19,CHN,2010,Asia,CHN,China
54,GER,2010,Europe,DEU,Germany
25,RUS,2010,Europe,RUS,Russia
3,BLR,2010,Europe,BLR,Belarus
3,SVK,2010,Europe,SVK,Slovakia
97,USA,2010,Americas,USA,USA
9,CZE,2010,Europe,CZE,Czech Republic
8,POL,2010,Europe,POL,Poland
3,LAT,2010,Europe,LVA,Latvia
3,AUS,2010,Oceania,AUS,Australia
1,GUA,2012,Americas,GTM,Guatemala
10,TTO,2012,Americas,TTO,Trinidad
94,GER,2012,Europe,DEU,Germany
3,ARM,2012,Asia,ARM,Armenia
1,HKG,2012,Asia,CHN,China
3,TUN,2012,Africa,TUN,Tunisia
82,FRA,2012,Europe,FRA,France
1,GAB,2012,Africa,GAB,Gabon
1,AFG,2012,Asia,AFG,Afghanistan
126,GBR,2012,Europe,GBR,UK
3,GRE,2012,Europe,GRC,Greece
19,ARG,2012,Americas,ARG,Argentina
7,GEO,2012,Asia,GEO,Georgia
1,ALG,2012,Africa,DZA,Algeria
2,BUL,2012,Europe,BGR,Bulgaria
5,TUR,2012,Asia,TUR,Turkey
1,BRN,2012,Asia,BHR,Bahrain
55,CAN,2012,Americas,CAN,Canada
59,BRA,2012,Americas,BRA,Brazil
125,CHN,2012,Asia,CHN,China
1,BOT,2012,Africa,BWA,Botswana
8,COL,2012,Americas,COL,Colombia
248,USA,2012,Americas,USA,USA
23,BLR,2012,Europe,BLR,Belarus
35,CRO,2012,Europe,HRV,Croatia
14,CUB,2012,Americas,CUB,Cuba
1,CYP,2012,Asia,CYP,Cyprus
14,CZE,2012,Europe,CZE,Czech Republic
3,UZB,2012,Asia,UZB,Uzbekistan
3,BEL,2012,Europe,BEL,Belgium
16,DEN,2012,Europe,DNK,Denmark
2,DOM,2012,Americas,DOM,Dominican Republic
4,BAH,2012,Americas,BHS,Bahamas
2,EGY,2012,Africa,EGY,Egypt
26,UKR,2012,Europe,UKR,Ukraine
10,AZE,2012,Asia,AZE,Azerbaijan
1,VEN,2012,Americas,VEN,Venezuela
2,EST,2012,Europe,EST,Estonia
1,UGA,2012,Africa,UGA,Uganda
7,ETH,2012,Africa,ETH,Ethiopia
114,AUS,2012,Oceania,AUS,Australia
5,FIN,2012,Europe,FIN,Finland
63,ESP,2012,Europe,ESP,Spain
1,GRN,2012,Americas,GRD,Grenada
2,POR,2012,Europe,PRT,Portugal
84,JPN,2012,Asia,JPN,Japan
2,PUR,2012,Americas,PRI,Puerto Rico
6,PRK,2012,Asia,PRK,North Korea
13,KAZ,2012,Asia,KAZ,Kazakhstan
4,SUI,2012,Europe,CHE,Switzerland
22,SWE,2012,Europe,SWE,Sweden
11,KEN,2012,Africa,KEN,Kenya
61,KOR,2012,Asia,KOR,South Korea
12,POL,2012,Europe,POL,Poland
4,KSA,2012,Asia,SAU,Saudi Arabia
1,KUW,2012,Asia,KWT,Kuwait
3,LAT,2012,Europe,LVA,Latvia
5,LTU,2012,Europe,LTU,Lithuania
1,MAR,2012,Africa,MAR,Morocco
27,NZL,2012,Oceania,NZL,New Zealand
2,MAS,2012,Asia,MYS,Malaysia
26,HUN,2012,Europe,HUN,Hungary
2,MDA,2012,Europe,MDA,Moldova
24,MEX,2012,Americas,MEX,Mexico
17,NOR,2012,Europe,NOR,Norway
5,SVK,2012,Europe,SVK,Slovakia
5,MGL,2012,Asia,MNG,Mongolia
14,MNE,2012,Europe,MNE,Montenegro
25,JAM,2012,Americas,JAM,Jamaica
68,ITA,2012,Europe,ITA,Italy
69,NED,2012,Europe,NLD,Netherlands
6,IND,2012,Asia,IND,India
16,SRB,2012,Europe,SRB,Serbia
2,QAT,2012,Asia,QAT,Qatar
3,THA,2012,Asia,THA,Thailand
5,IRL,2012,Europe,IRL,Ireland
1,TJK,2012,Asia,TJK,Tajikistan
5,SLO,2012,Europe,SVN,Slovenia
16,ROU,2012,Europe,ROU,Romania
2,INA,2012,Asia,IDN,Indonesia
140,RUS,2012,Europe,RUS,Russia
9,RSA,2012,Africa,ZAF,South Africa
36,NOR,2014,Europe,NOR,Norway
14,KOR,2014,Asia,KOR,South Korea
30,SUI,2014,Europe,CHE,Switzerland
86,CAN,2014,Americas,CAN,Canada
29,NED,2014,Europe,NLD,Netherlands
6,BLR,2014,Europe,BLR,Belarus
8,SLO,2014,Europe,SVN,Slovenia
11,LAT,2014,Europe,LVA,Latvia
36,GER,2014,Europe,DEU,Germany
64,USA,2014,Americas,USA,USA
5,UKR,2014,Europe,UKR,Ukraine
12,CHN,2014,Asia,CHN,China
1,SVK,2014,Europe,SVK,Slovakia
1,CRO,2014,Europe,HRV,Croatia
11,CZE,2014,Europe,CZE,Czech Republic
14,ITA,2014,Europe,ITA,Italy
68,RUS,2014,Europe,RUS,Russia
27,AUT,2014,Europe,AUT,Austria
18,FRA,2014,Europe,FRA,France
11,POL,2014,Europe,POL,Poland
10,GBR,2014,Europe,GBR,UK
51,SWE,2014,Europe,SWE,Sweden
33,FIN,2014,Europe,FIN,Finland
11,JPN,2014,Asia,JPN,Japan
1,KAZ,2014,Asia,KAZ,Kazakhstan
3,AUS,2014,Oceania,AUS,Australia
21,BEL,2016,Europe,BEL,Belgium
3,VEN,2016,Americas,VEN,Venezuela
23,RSA,2016,Africa,ZAF,South Africa
1,NIG,2016,Africa,NER,Niger
18,NGR,2016,Africa,NGA,Nigeria
1,PUR,2016,Americas,PRI,Puerto Rico
2,AUT,2016,Europe,AUT,Austria
2,BRN,2016,Asia,BHR,Bahrain
1,QAT,2016,Asia,QAT,Qatar
47,NED,2016,Europe,NLD,Netherlands
50,BRA,2016,Americas,BRA,Brazil
2,ALG,2016,Africa,DZA,Algeria
12,BLR,2016,Europe,BLR,Belarus
82,AUS,2016,Oceania,AUS,Australia
13,UZB,2016,Asia,UZB,Uzbekistan
4,ARM,2016,Asia,ARM,Armenia
1,PHI,2016,Asia,PHL,Philippines
36,NZL,2016,Oceania,NZL,New Zealand
16,POL,2016,Europe,POL,Poland
54,SRB,2016,Europe,SRB,Serbia
16,ROU,2016,Europe,ROU,Romania
1,BDI,2016,Africa,BDI,Burundi
264,USA,2016,Americas,USA,USA
1,POR,2016,Europe,PRT,Portugal
22,ARG,2016,Americas,ARG,Argentina
18,AZE,2016,Asia,AZE,Azerbaijan
19,NOR,2016,Europe,NOR,Norway
7,PRK,2016,Asia,PRK,North Korea
6,BAH,2016,Americas,BHS,Bahamas
4,SLO,2016,Europe,SVN,Slovenia
22,HUN,2016,Europe,HUN,Hungary
69,CAN,2016,Americas,CAN,Canada
8,TUR,2016,Asia,TUR,Turkey
1,JOR,2016,Asia,JOR,Jordan
1,FIN,2016,Europe,FIN,Finland
30,JAM,2016,Americas,JAM,Jamaica
72,ITA,2016,Europe,ITA,Italy
96,FRA,2016,Europe,FRA,France
2,ISR,2016,Asia,ISR,Israel
3,IRL,2016,Europe,IRL,Ireland
145,GBR,2016,Europe,GBR,UK
3,TUN,2016,Africa,TUN,Tunisia
7,GEO,2016,Asia,GEO,Georgia
2,IND,2016,Asia,IND,India
1,TTO,2016,Americas,TTO,Trinidad
6,THA,2016,Asia,THA,Thailand
159,GER,2016,Europe,DEU,Germany
7,GRE,2016,Europe,GRC,Greece
115,RUS,2016,Europe,RUS,Russia
1,GRN,2016,Americas,GRD,Grenada
1,TJK,2016,Asia,TJK,Tajikistan
4,INA,2016,Asia,IDN,Indonesia
64,JPN,2016,Asia,JPN,Japan
7,BUL,2016,Europe,BGR,Bulgaria
1,UAE,2016,Asia,ARE,United Arab Emirates
8,ETH,2016,Africa,ETH,Ethiopia
11,SUI,2016,Europe,CHE,Switzerland
2,MGL,2016,Asia,MNG,Mongolia
113,CHN,2016,Asia,CHN,China
2,CIV,2016,Africa,CIV,Ivory Coast
5,MEX,2016,Americas,MEX,Mexico
8,COL,2016,Americas,COL,Colombia
8,SVK,2016,Europe,SVK,Slovakia
24,CRO,2016,Europe,HRV,Croatia
11,CUB,2016,Americas,CUB,Cuba
1,MAR,2016,Africa,MAR,Morocco
7,LTU,2016,Europe,LTU,Lithuania
15,CZE,2016,Europe,CZE,Czech Republic
41,DEN,2016,Europe,DNK,Denmark
1,DOM,2016,Americas,DOM,Dominican Republic
26,KOR,2016,Asia,KOR,South Korea
15,UKR,2016,Europe,UKR,Ukraine
3,EGY,2016,Africa,EGY,Egypt
13,KEN,2016,Africa,KEN,Kenya
45,ESP,2016,Europe,ESP,Spain
28,SWE,2016,Europe,SWE,Sweden
18,KAZ,2016,Asia,KAZ,Kazakhstan
4,EST,2016,Europe,EST,Estonia
13,FIJ,2016,Oceania,FJI,Fiji
8,MAS,2016,Asia,MYS,Malaysia
